planet_id,planet_name,mass,radius,density,t_eq,flux,distance_to_star,period,habitable_score,star_name,temperature,st_rad,st_mass,st_metalicity,st_lum,st_spectral_type,st_subclass
TOI1670BTOI1670,TOI-1670 b,41.31769291,2.06,8.6,1062.0,196.694,0.103,10.98462,0.0,TOI-1670,6170.0,1.316,1.21,0.09,0.40046,F,7.0
TOI2328BTOI2328,TOI-2328 b,50.85254512,9.97599282,0.29,842.0,20.0982,0.127,17.10197,0.0,TOI-2328,5525.0,0.9,0.95,0.09,-0.17005,G,0.0
TOI5082.01TOI5082,TOI-5082.01,776.1323276277063,2.54811,2.33,1164.91,254.588,0.051204842,4.240122,0.0,TOI-5082,5670.0,0.93,0.99665,0.09,-0.08961,G,0.0
TOI5398BTOI5398,TOI-5398 b,58.7,10.3,0.29,947.0,118.413,0.098,10.590547,0.0,TOI-5398,6000.0,1.051,1.146,0.09,0.11725,G,0.0
TOI5398CTOI5398,TOI-5398 c,11.8,3.52,1.5,1242.0,370.603,0.057,4.77271,0.0,TOI-5398,6000.0,1.051,1.146,0.09,0.11725,G,0.0
TOI622BTOI622,TOI-622 b,96.302007321,9.2362001,0.507,1388.0,602.0,0.0708,6.402513,0.0,TOI-622,6400.0,1.415,1.313,0.09,0.47407,F,6.0
WASP181BWASP181,WASP-181 b,95.03117,13.271456,0.237,1186.0,382.4492,0.05427,4.5195064,0.0,WASP-181,5839.0,0.965,1.04,0.09,0.04879,G,2.0
WASP5BWASP5,WASP-5 b,502.15,12.184,1.64,1706.0,1559.4762,0.0267,1.6284279,0.0,WASP-5,5700.0,1.029,0.96,0.09,0.06717,G,5.0
KAPCRBBKAPCRB,kap CrB b,591.1638,13.4,1.35,810.0,419.6014612575567,2.5,1253.68,0.0,kap CrB,4840.0,4.68,1.33,0.09,1.03583,K,0.0
75CETC75CET,75 Cet c,776.1323276277063,13.9,0.593,810.0,419.6014612575567,3.929,2051.62,0.0,75 Cet,4809.0,10.38,1.92,0.1,1.7145,G,3.0
75CETB75CET,75 Cet b,776.1323276277063,13.3,1.84,810.0,419.6014612575567,1.912,696.62,0.0,75 Cet,4809.0,10.38,1.92,0.1,1.7145,G,3.0
EPIC211945201BEPIC211945201,EPIC 211945201 b,27.0,5.76,0.65,817.0,31.9085,0.1493,19.49221,0.0,EPIC 211945201,6069.0,1.39,1.17,0.1,0.37334,G,0.0
G264012BG264012,G 264-012 b,776.1323276277063,1.39,5.12,587.0,20.5,0.02279,2.30538,0.0,G 264-012,3326.0,0.305,0.297,0.1,-1.97224,M,4.0
G264012CG264012,G 264-012 c,776.1323276277063,1.76,3.78,387.0,3.87,0.0525,8.0518,0.0,G 264-012,3326.0,0.305,0.297,0.1,-1.97224,M,4.0
GJ1252BGJ1252,GJ 1252 b,1.32,1.193,4.2,1089.0,233.0,0.00915,0.5182331,0.0,GJ 1252,3458.0,0.391,0.381,0.1,-1.70774,M,3.0
GJ163DGJ163,GJ 163 d,776.1323276277063,5.92,0.779,810.0,419.6014612575567,1.0304,603.95116,0.0,GJ 163,3500.0,0.409738,0.4,0.1,-1.708,M,0.0
GJ163CGJ163,GJ 163 c,776.1323276277063,2.5,2.39,810.0,419.6014612575567,0.1254,25.63058,1.333,GJ 163,3500.0,0.409738,0.4,0.1,-1.708,M,0.0
GJ163BGJ163,GJ 163 b,776.1323276277063,3.25,1.7,810.0,419.6014612575567,0.0607,8.63182,0.0,GJ 163,3500.0,0.409738,0.4,0.1,-1.708,M,0.0
GJ3021BGJ3021,GJ 3021 b,776.1323276277063,13.1,2.62,350.0,419.6014612575567,0.49,133.71,0.333,GJ 3021,5540.0,0.9,0.9,0.1,-0.18,G,6.0
GUPSCBGUPSC,GU Psc b,3591.3,14.179,6.92,1050.0,419.6014612575567,2.0,76001.05827386062,0.0,GU Psc,4031.81,0.450458,0.325,0.1,-1.60189,M,3.0
HATP18BHATP18,HAT-P-18 b,62.61,11.153,0.25,852.0,82.2407,0.0559,5.508023,0.0,HAT-P-18,4803.0,0.749,0.77,0.1,-0.569,K,2.0
HD109246BHD109246,HD 109246 b,776.1323276277063,13.9,0.559,810.0,419.6014612575567,0.33,68.27,0.0,HD 109246,5844.0,1.07,1.2,0.1,0.10028,G,0.0
HD109271BHD109271,HD 109271 b,776.1323276277063,4.31,1.18,810.0,419.6014612575567,0.079,7.8543,0.0,HD 109271,5783.0,1.294595,1.047,0.1,0.301,G,5.0
HD109271CHD109271,HD 109271 c,776.1323276277063,5.27,0.907,810.0,419.6014612575567,0.196,30.93,0.0,HD 109271,5783.0,1.294595,1.047,0.1,0.301,G,5.0
HD11964BHD11964,HD 11964 b,776.1323276277063,14.1,0.388,810.0,419.6014612575567,3.16,1945.0,0.333,HD 11964,5303.0,2.00971,0.91,0.1,0.45905,G,9.0
HD11964CHD11964,HD 11964 c,776.1323276277063,5.38,0.882,810.0,419.6014612575567,0.229,37.91,0.0,HD 11964,5303.0,2.00971,0.91,0.1,0.45905,G,9.0
HD120084BHD120084,HD 120084 b,2034.1018048,12.7,5.46,810.0,419.6014612575567,4.21,2142.0,0.333,HD 120084,4879.0,10.37,2.16,0.1,1.73783,G,7.0
HD147018CHD147018,HD 147018 c,776.1323276277063,12.7,5.58,810.0,419.6014612575567,1.922,1008.0,0.0,HD 147018,5441.0,0.937948,0.927,0.1,-0.14757,G,9.0
HD147018BHD147018,HD 147018 b,776.1323276277063,13.4,1.54,810.0,419.6014612575567,0.2388,44.236,0.0,HD 147018,5441.0,0.937948,0.927,0.1,-0.14757,G,9.0
HD154391BHD154391,HD 154391 b,2892.2385037,12.5,8.14,810.0,419.6014612575567,7.46,5163.0,0.667,HD 154391,4909.0,8.56,2.07,0.1,1.58115,K,1.0
HD63454BHD63454,HD 63454 b,776.1323276277063,12.31,0.234,810.0,419.6014612575567,0.04,2.81805,0.0,HD 63454,4812.0,0.77,0.42,0.1,-0.592,K,4.0
HIP5158BHIP5158,HIP 5158 b,776.1323276277063,13.6,0.985,810.0,419.6014612575567,0.89,345.72,0.333,HIP 5158,4962.0,0.75,0.78,0.1,-0.95861,K,0.0
HR2562BHR2562,HR 2562 b,4195.3349724,12.44199,12.0,1255.0,419.6014612575567,27.0,76001.05827386062,0.0,HR 2562,6597.0,1.334,1.368,0.1,0.53147,F,5.0
HR5183BHR5183,HR 5183 b,1052.01202717,13.1,2.57,171.0,419.6014612575567,18.0,27000.0,0.0,HR 5183,5794.0,1.53,1.07,0.1,0.39748,G,0.0
K2140BK2140,K2-140 b,295.58041851,13.56286665,0.66,962.0,204.0,0.068,6.569188,0.0,K2-140,5585.0,1.06,0.96,0.1,-0.04915,G,6.0
K2194BK2194,K2-194 b,776.1323276277063,3.64229858,1.47,810.0,419.6014612575567,3.1038542456009397,39.721386,0.0,K2-194,5979.0,1.281115,1.110086,0.1,0.36302,G,0.0
K2230BK2230,K2-230 b,776.1323276277063,1.96,3.28,1529.0,419.6014612575567,0.0409,2.86041,0.0,K2-230,5945.0,1.39,1.11,0.1,0.31741,G,0.0
K2232BK2232,K2-232 b,126.49634,11.209,0.405,1030.0,312.155,0.10356,11.168454,0.0,K2-232,6154.0,1.161,1.188,0.1,0.23805,F,0.0
K2335BK2335,K2-335 b,776.1323276277063,2.21,2.81,949.0,419.6014612575567,3.1038542456009397,12.283211,0.0,K2-335,6222.0,1.33,1.23,0.1,0.39509,F,0.0
K295BK295,K2-95 b,776.1323276277063,3.31,1.67,474.0,419.6014612575567,0.0525,10.1346454,0.0,K2-95,3566.0,0.4,0.41,0.1,-1.63451,M,3.0
KOI4777.01KOI4777,KOI-4777.01,99.2,0.51,4.8225933472508595,1180.0,320.0,0.008,0.412,0.0,KOI-4777,3515.0,0.4,0.41,0.1,-1.64043,M,0.0
KEPLER100EKEPLER100,Kepler-100 e,776.1323276277063,5.27,0.906,810.0,419.6014612575567,0.312391586,60.888588,0.0,Kepler-100,5825.0,1.49,1.08,0.02,0.41123,G,0.0
KEPLER1053BKEPLER1053,Kepler-1053 b,776.1323276277063,0.98,5.28,953.0,139.818,0.0315,2.414351654,0.0,Kepler-1053,4529.0,0.69,0.74,0.1,-0.89512,K,0.0
KEPLER1130DKEPLER1130,Kepler-1130 d,776.1323276277063,0.64472273,4.14,981.0,221.4,0.05068,4.272250175,0.0,Kepler-1130,5403.0,0.81,0.9,-0.06,-0.25964,G,0.0
KEPLER1130CKEPLER1130,Kepler-1130 c,776.1323276277063,0.79239584,4.66,1072.0,316.9,0.04238,3.266639948,0.0,Kepler-1130,5403.0,0.81,0.9,-0.06,-0.25964,G,0.0
KEPLER1320BKEPLER1320,Kepler-1320 b,776.1323276277063,1.7,3.95,1389.0,672.113,0.0163,0.868386528,0.0,Kepler-1320,4817.0,0.74,0.8,0.1,-0.72896,K,0.0
KEPLER1368BKEPLER1368,Kepler-1368 b,776.1323276277063,1.65,4.11,2085.0,4849.257,0.0153,0.675649486,0.0,Kepler-1368,5906.0,1.08,1.07,0.1,0.05077,G,0.0
KEPLER1380BKEPLER1380,Kepler-1380 b,776.1323276277063,1.43,4.94,786.0,90.1,0.0917,10.3108245,0.0,Kepler-1380,5570.0,0.94,0.96,0.1,0.47259,G,0.0
KEPLER147BKEPLER147,Kepler-147 b,776.1323276277063,1.53,4.54,953.0,224.61,0.113,12.610584,0.0,Kepler-147,6012.0,1.468,1.145,0.1,0.42733,F,0.0
KEPLER147CKEPLER147,Kepler-147 c,776.1323276277063,2.43,2.48,689.0,61.287,0.216,33.416423,0.0,Kepler-147,6012.0,1.468,1.145,0.1,0.42733,F,0.0
KEPLER1540BKEPLER1540,Kepler-1540 b,776.1323276277063,2.49,2.41,266.0,0.849,0.4426,125.4131177,2.0,Kepler-1540,4540.0,0.69,0.74,0.1,-0.81759,K,0.0
KEPLER1600CKEPLER1600,Kepler-1600 c,776.1323276277063,1.94206512,3.32,786.0,84.7,0.06961,7.298049927,0.0,Kepler-1600,5214.0,0.82,0.86,0.07,-0.33945,K,0.0
KEPLER1609BKEPLER1609,Kepler-1609 b,776.1323276277063,2.22,2.79,429.0,12.975,0.4679,114.34219,0.0,Kepler-1609,6132.0,1.27,1.18,0.1,0.48383,F,0.0
KEPLER1610BKEPLER1610,Kepler-1610 b,776.1323276277063,1.61,4.24,750.0,56.212,0.0777,8.70181574,0.0,Kepler-1610,5295.0,0.8,0.825,-0.1,-0.48291,K,0.0
KEPLER162CKEPLER162,Kepler-162 c,776.1323276277063,3.03,1.86,681.0,77.052,0.137,19.446355,0.0,Kepler-162,5816.0,0.958,1.053,0.1,0.1554,G,0.0
KEPLER162BKEPLER162,Kepler-162 b,776.1323276277063,1.26,5.85,961.0,305.946,0.069,6.919798,0.0,Kepler-162,5816.0,0.958,1.053,0.1,0.1554,G,0.0
KEPLER1640BKEPLER1640,Kepler-1640 b,776.1323276277063,4.82,1.02,1228.0,537.4,0.0836,7.5844126,0.0,Kepler-1640,6324.0,1.43,1.27,0.1,0.47,F,0.0
KEPLER1713BKEPLER1713,Kepler-1713 b,776.1323276277063,1.71673535,3.9,900.0,144.3,0.14185,18.01160049,0.0,Kepler-1713,6477.0,1.459,1.3,0.1,0.48598,F,0.0
KEPLER1770BKEPLER1770,Kepler-1770 b,776.1323276277063,2.84141754,2.02,699.0,56.43,0.1261,16.84189987,0.0,Kepler-1770,5602.0,1.009,0.941,0.1,-0.2091,G,0.0
KEPLER1776BKEPLER1776,Kepler-1776 b,776.1323276277063,2.61157023,2.26,603.0,29.9,0.2093,35.01190186,0.0,Kepler-1776,5872.0,1.153,1.041,0.1,0.16391,G,0.0
KEPLER1784BKEPLER1784,Kepler-1784 b,776.1323276277063,2.79936489,2.06,724.0,64.8,0.1072,13.59049988,0.0,Kepler-1784,5442.0,0.974,0.887,0.1,-0.12103,G,0.0
KEPLER1804BKEPLER1804,Kepler-1804 b,776.1323276277063,1.59615726,4.3,913.0,164.61,0.1017,12.28849983,0.0,Kepler-1804,5109.0,1.671,0.929,0.1,-0.51152,K,0.0
KEPLER1805BKEPLER1805,Kepler-1805 b,776.1323276277063,1.54502915,4.47,479.0,12.48,0.0699,8.847940445,0.0,Kepler-1805,3867.0,0.552,0.581,0.1,-1.17695,M,0.0
KEPLER1812BKEPLER1812,Kepler-1812 b,776.1323276277063,2.3249424,2.63,1034.0,270.34,0.0765,7.165219784,0.0,Kepler-1812,6174.0,1.103,1.162,0.1,0.27988,F,0.0
KEPLER1895BKEPLER1895,Kepler-1895 b,776.1323276277063,2.11934728,2.97,789.0,91.45,0.0615,6.070290089,0.0,Kepler-1895,5076.0,0.763,0.86,0.1,-0.22959,K,0.0
KEPLER1933BKEPLER1933,Kepler-1933 b,776.1323276277063,1.17984089,5.89,1058.0,250.5,0.05605,4.943290234,0.0,Kepler-1933,5661.0,1.008,0.964,0.1,-0.11595,G,0.0
KEPLER1936BKEPLER1936,Kepler-1936 b,776.1323276277063,3.16615594,1.77,524.0,9.4,0.52662,126.5569992,0.0,Kepler-1936,6501.0,1.854,1.419,0.1,0.45627,F,0.0
KEPLER1976BKEPLER1976,Kepler-1976 b,776.1323276277063,12.21,4.8225933472508595,1103.0,349.4,0.0565,4.959319244,0.0,Kepler-1976,5712.0,1.082,0.976,0.1,0.04119,G,0.0
KEPLER223DKEPLER223,Kepler-223 d,8.0,5.24,0.31,827.0,175.951,0.11956,14.78869,0.0,Kepler-223,5803.0,1.72,1.125,0.1,0.37128,G,0.0
KEPLER223BKEPLER223,Kepler-223 b,7.4,2.99,1.54,1042.0,444.053,0.07525,7.38449,0.0,Kepler-223,5803.0,1.72,1.125,0.1,0.37128,G,0.0
KEPLER223CKEPLER223,Kepler-223 c,5.1,3.44,0.71,947.0,302.474,0.09117,9.84564,0.0,Kepler-223,5803.0,1.72,1.125,0.1,0.37128,G,0.0
KEPLER223EKEPLER223,Kepler-223 e,4.8,4.6,0.28,751.0,119.882,0.14481,19.72567,0.0,Kepler-223,5803.0,1.72,1.125,0.1,0.37128,G,0.0
KEPLER227CKEPLER227,Kepler-227 c,776.1323276277063,3.04,1.85,443.0,10.186,0.29,54.418694,0.0,Kepler-227,5854.0,1.091,0.954,0.1,-0.12113,G,0.0
KEPLER227BKEPLER227,Kepler-227 b,776.1323276277063,3.11,1.8,793.0,104.641,0.09,9.488015,0.0,Kepler-227,5854.0,1.091,0.954,0.1,-0.12113,G,0.0
KEPLER293BKEPLER293,Kepler-293 b,776.1323276277063,3.07,1.83,657.0,28.944,0.144,19.254196,0.0,Kepler-293,5804.0,0.957,0.934,0.1,-0.23265,G,0.0
KEPLER293CKEPLER293,Kepler-293 c,776.1323276277063,3.83,1.37,466.0,7.287,0.286,54.155743,0.0,Kepler-293,5804.0,0.957,0.934,0.1,-0.23265,G,0.0
KEPLER346CKEPLER346,Kepler-346 c,776.1323276277063,3.07,1.83,654.0,23.812,0.168,23.851549,0.0,Kepler-346,6033.0,1.021,0.943,0.1,-0.15256,F,0.0
KEPLER346BKEPLER346,Kepler-346 b,776.1323276277063,2.66,2.21,1008.0,134.357,0.071,6.511127,0.0,Kepler-346,6033.0,1.021,0.943,0.1,-0.15256,F,0.0
KEPLER39BKEPLER39,Kepler-39 b,6388.1,13.9,13.0,897.0,90.22,0.164,21.08721,0.0,Kepler-39,6350.0,1.4,1.29,0.1,0.34593,F,7.0
KEPLER40BKEPLER40,Kepler-40 b,699.2,13.11,1.68,1620.0,1187.965,0.08,6.87349,0.0,Kepler-40,6510.0,2.13,1.48,0.1,0.81889,F,5.0
KEPLER468BKEPLER468,Kepler-468 b,776.1323276277063,13.34,4.8225933472508595,484.0,11.241,0.2213,38.478757067,0.0,Kepler-468,5498.0,0.87,0.96,0.1,-0.28606,G,0.0
KEPLER58CKEPLER58,Kepler-58 c,53.0,2.86,10.0,799.0,64.389,0.12307,15.5741568,0.0,Kepler-58,5843.0,1.03,0.95,0.1,-0.00422,G,0.0
KEPLER58DKEPLER58,Kepler-58 d,245.343,2.94,0.53,583.0,18.244,0.236,40.101371,0.0,Kepler-58,5843.0,1.03,0.95,0.1,-0.00422,G,0.0
KEPLER58BKEPLER58,Kepler-58 b,35.5,2.78,10.1,920.0,112.992,0.09291,10.2184954,0.0,Kepler-58,5843.0,1.03,0.95,0.1,-0.00422,G,0.0
KEPLER625CKEPLER625,Kepler-625 c,776.1323276277063,1.05,5.51,1048.0,932.132,0.05379,4.1653651,0.0,Kepler-625,5789.0,0.96,1.04,0.1,0.40647,G,0.0
KEPLER625BKEPLER625,Kepler-625 b,776.1323276277063,1.99,3.22,852.0,407.833,0.08137,7.75192492,0.0,Kepler-625,5789.0,0.96,1.04,0.1,0.40647,G,0.0
KEPLER784CKEPLER784,Kepler-784 c,776.1323276277063,1.55,4.46,844.0,119.87,0.1309,17.157236,0.0,Kepler-784,5674.0,1.32,1.0,0.07,0.85693,G,0.0
KEPLER810BKEPLER810,Kepler-810 b,776.1323276277063,1.93,3.35,1105.0,350.597,0.055,4.59725385,0.0,Kepler-810,5803.0,1.04,1.03,0.1,-0.03156,G,0.0
NGTS14ABNGTS14A,NGTS-14 A b,29.24036,4.976796,1.395,1143.0,191.782,0.0403,3.5357173,0.0,NGTS-14 A,5187.0,0.842,0.898,0.1,-0.31088,K,1.0
TOI2368BTOI2368,TOI-2368 b,206.58846455,10.83908434,0.88,1000.0,71.7931,0.05649,5.1750073,0.0,TOI-2368,5360.0,0.846,0.897,0.1,-0.27491,G,0.0
TOI2529BTOI2529,TOI-2529 b,743.71847238,11.54525012,2.66,636.0,70.9731,0.327,64.5949,0.0,TOI-2529,5802.0,1.7,1.11,0.1,0.46389,G,0.0
TOI2669BTOI2669,TOI-2669 b,193.87532827,19.72780603,0.139,1226.0,375.554,3.1038542456009397,6.2034,0.0,TOI-2669,4800.0,4.1,1.19,0.1,0.906,K,0.0
TOI3714BTOI3714,TOI-3714 b,222.4798849,11.32107051,0.85,750.0,54.0,0.027,2.154849,0.0,TOI-3714,3660.0,0.51,0.53,0.1,-1.40671,M,2.0
TOI4406BTOI4406,TOI-4406 b,95.3485221,11.2089807,0.372,904.0,58.0054,0.201,30.08364,0.0,TOI-4406,6219.0,1.29,1.19,0.1,0.36173,F,0.0
TOI470BTOI470,TOI-470 b,776.1323276277063,4.34,1.17,660.0,44.7551,0.119,12.19148,0.0,TOI-470,5190.0,0.831,0.87,0.1,-0.35799,G,0.0
TOI813BTOI813,TOI-813 b,776.1323276277063,6.71,0.662,610.0,23.1,0.423,83.8911,0.0,TOI-813,5907.0,1.94,1.32,0.1,0.61906,G,0.0
V1298TAUDV1298TAU,V1298 Tau d,98.52680617,6.41,2.4,845.0,85.0,0.1083,12.4032,0.0,V1298 Tau,4941.0,1.345,1.101,0.1,-0.02045,K,1.0
V1298TAUCV1298TAU,V1298 Tau c,76.27881768,5.59,3.5,968.0,146.0,0.0825,8.24958,0.0,V1298 Tau,4941.0,1.345,1.101,0.1,-0.02045,K,1.0
V1298TAUEV1298TAU,V1298 Tau e,321.00669107,9.97599282,1.79,492.0,10.0,0.2409,53.5,0.0,V1298 Tau,4941.0,1.345,1.101,0.1,-0.02045,K,1.0
V1298TAUBV1298TAU,V1298 Tau b,203.41018048,10.27,1.2,677.0,35.0,0.1688,24.1396,0.0,V1298 Tau,4941.0,1.345,1.101,0.1,-0.02045,K,1.0
WASP113BWASP113,WASP-113 b,150.96925,15.793481,0.228,1496.0,821.405,0.05885,4.54216874538,0.0,WASP-113,5890.0,1.608,1.318,0.1,0.51621,G,1.0
WASP151BWASP151,WASP-151 b,100.433776612,13.30506009,0.250651,1312.0,460.0,0.055,4.5334775,0.0,WASP-151,5871.0,1.181,1.081,0.1,0.14485,G,1.0
WASP167BWASP167,WASP-167 b,2542.64,17.71022,4.8225933472508595,2329.0,3208.41,0.0365,2.0219596,0.0,WASP-167,7000.0,1.79,1.59,0.1,0.89734,F,1.0
WASP180ABWASP180A,WASP-180 A b,286.047,13.89916,0.61,1540.0,918.3877,0.048,3.409264,0.0,WASP-180 A,6600.0,1.19,1.3,0.1,0.31533,F,7.0
WASP33BWASP33,WASP-33 b,665.21819,17.855937,0.689,2781.7,9392.0471,0.0239,1.21987,0.0,WASP-33,7430.0,1.444,1.495,0.1,0.81944,A,5.0
EPSTAUBEPSTAU,eps Tau b,776.1323276277063,12.7,6.13,810.0,419.6014612575567,1.878,585.82,0.0,eps Tau,4877.0,12.35,2.57,0.1,1.89271,K,0.0
NUOPHBNUOPH,nu Oph b,7057.73298,12.0,22.4,810.0,419.6014612575567,1.765,529.93,0.0,nu Oph,4887.0,12.24,2.61,0.1,1.89476,K,0.0
NUOPHCNUOPH,nu Oph c,7838.32346,12.0,24.9,810.0,419.6014612575567,5.829,3180.6,0.0,nu Oph,4887.0,12.24,2.61,0.1,1.89476,K,0.0
GJ3473BGJ3473,GJ 3473 b,1.86,1.264,5.03,773.0,59.4,0.01589,1.1980035,0.0,GJ 3473,3347.0,0.364,0.36,0.11,-1.82391,M,4.0
GJ3473CGJ3473,GJ 3473 c,776.1323276277063,2.63,2.24,329.1,1.95,0.0876,15.509,0.0,GJ 3473,3347.0,0.364,0.36,0.11,-1.82391,M,4.0
HATP14BHATP14,HAT-P-14 b,1093.3352,15.91678,1.56,1624.0,1038.78,0.0596,4.62767,0.0,HAT-P-14,6600.0,1.82,2.65,0.11,0.64412,F,5.0
HATP35BHATP35,HAT-P-35 b,335.62848,14.930388,0.55,1581.0,999.6688,0.04978,3.646706,0.0,HAT-P-35,6096.0,1.435,1.236,0.11,0.38307,F,0.0
HD104067CHD104067,HD 104067 c,776.1323276277063,3.69,1.44,810.0,419.6014612575567,0.1058,13.8992,0.0,HD 104067,4952.0,0.78,0.82,0.11,-0.51256,K,2.0
HD104067BHD104067,HD 104067 b,776.1323276277063,9.2,0.438,810.0,419.6014612575567,0.2674,55.851,0.0,HD 104067,4952.0,0.78,0.82,0.11,-0.51256,K,2.0
HD10442BHD10442,HD 10442 b,776.1323276277063,13.6,1.03,810.0,419.6014612575567,2.01,1032.3,0.667,HD 10442,4912.0,1.97,1.01,0.11,0.31,K,0.0
HD141937BHD141937,HD 141937 b,776.1323276277063,12.5,8.66,810.0,419.6014612575567,1.5,653.21997,0.333,HD 141937,5870.0,1.03,1.09,0.11,0.022,G,2.0
HD145377BHD145377,HD 145377 b,776.1323276277063,12.8,5.01,810.0,419.6014612575567,0.45,103.95,0.0,HD 145377,6014.0,1.05,1.2,0.11,0.19312,G,3.0
HD185269BHD185269,HD 185269 b,776.1323276277063,13.8,0.671,810.0,419.6014612575567,0.077,6.83776,0.0,HD 185269,5923.0,2.0,1.3,0.11,0.69362,G,0.0
HD219134BHD219134,HD 219134 b,4.74,1.602,6.34,1015.0,176.2,0.03876,3.092926,0.0,HD 219134,4913.0,0.77,0.794,0.08,-0.50864,K,3.0
HD219134CHD219134,HD 219134 c,4.36,1.511,6.95,782.0,62.1,0.0653,6.76458,0.0,HD 219134,4913.0,0.77,0.794,0.08,-0.50864,K,3.0
HD219134DHD219134,HD 219134 d,16.17,1.61,4.8225933472508595,410.5,4.72,0.237,46.859,0.0,HD 219134,4913.0,0.77,0.794,0.08,-0.50864,K,3.0
HD219134FHD219134,HD 219134 f,7.3,1.31,4.8225933472508595,522.6,12.38,0.1463,22.717,0.0,HD 219134,4913.0,0.77,0.794,0.08,-0.50864,K,3.0
HD32963BHD32963,HD 32963 b,657.90480249,13.4,1.5,810.0,419.6014612575567,3.41,2372.0,0.0,HD 32963,5727.0,1.111044,0.94,0.11,0.06398,G,5.0
HD93963ACHD93963A,HD 93963 A c,18.4,3.11976057,3.31,1212.45,543.8,0.04726,3.6451389,0.0,HD 93963 A,5908.0,1.0311,1.0844,0.11,0.06781,G,0.0
HD93963ABHD93963A,HD 93963 A b,2.8,1.46954368,4.81,1842.23,2898.0,0.02061,1.0376109,0.0,HD 93963 A,5908.0,1.0311,1.0844,0.11,0.06781,G,0.0
HD95544BHD95544,HD 95544 b,1913.644838547,12.8,5.01,156.5,0.1,3.166,2041.54152,0.0,HD 95544,5722.0,1.088,1.01,0.11,0.47797,G,0.0
K2149BK2149,K2-149 b,776.1323276277063,1.64,4.15,810.0,7.0,0.083,11.332,0.0,K2-149,3745.0,0.568,0.595,0.11,-1.3098,M,1.0
K2207BK2207,K2-207 b,776.1323276277063,2.60585269,2.27,810.0,419.6014612575567,3.1038542456009397,12.48749,0.0,K2-207,5522.0,0.928158,0.941851,0.11,-0.17314,G,0.0
K2215BK2215,K2-215 b,776.1323276277063,2.12381238,2.96,810.0,419.6014612575567,3.1038542456009397,8.269648,0.0,K2-215,5704.0,0.974398,0.999987,0.11,-0.02639,G,0.0
K2397BK2397,K2-397 b,776.1323276277063,2.417,2.5,810.0,419.6014612575567,3.1038542456009397,3.572326,0.0,K2-397,5387.0,0.966,0.937,0.11,-0.14497,G,7.0
K258CK258,K2-58 c,776.1323276277063,1.62,4.21,810.0,462.0,0.035,2.53726,0.0,K2-58,5413.0,0.86,0.89,0.11,-0.39764,G,0.0
K258BK258,K2-58 b,776.1323276277063,2.68,2.18,810.0,118.0,0.0692,7.05254,0.0,K2-58,5413.0,0.86,0.89,0.11,-0.39764,G,0.0
K258DK258,K2-58 d,776.1323276277063,1.71,3.92,810.0,24.6,0.1517,22.8827,0.0,K2-58,5413.0,0.86,0.89,0.11,-0.39764,G,0.0
KOI1783.02KOI1783,KOI-1783.02,15.0,5.44,0.51,321.0,2.49,0.86695,284.215,0.0,KOI-1783,5922.0,1.143,1.076,0.11,0.21302,G,0.0
KOI1783.01KOI1783,KOI-1783.01,71.0,8.86,0.56,412.0,5.7,0.52661,134.4628,0.0,KOI-1783,5922.0,1.143,1.076,0.11,0.21302,G,0.0
KEPLER102EKEPLER102,Kepler-102 e,4.7,2.17,2.5,590.0,20.3,0.1162,16.1456994,0.0,Kepler-102,4909.0,0.724,0.803,0.11,-0.58436,K,0.0
KEPLER102CKEPLER102,Kepler-102 c,1.7,0.567,52.0,777.0,61.0,0.06702,7.071392,0.0,Kepler-102,4909.0,0.724,0.803,0.11,-0.58436,K,0.0
KEPLER102DKEPLER102,Kepler-102 d,3.0,1.154,10.7,686.0,36.9,0.08618,10.311767,0.0,Kepler-102,4909.0,0.724,0.803,0.11,-0.58436,K,0.0
KEPLER102FKEPLER102,Kepler-102 f,4.3,0.861,37.0,495.0,10.0,0.1656,27.453592,0.0,Kepler-102,4909.0,0.724,0.803,0.11,-0.58436,K,0.0
KEPLER102BKEPLER102,Kepler-102 b,1.1,0.46,62.0,857.0,90.0,0.05521,5.286965,0.0,Kepler-102,4909.0,0.724,0.803,0.11,-0.58436,K,0.0
KEPLER1062BKEPLER1062,Kepler-1062 b,776.1323276277063,1.76,3.78,583.0,33.76,0.0748,9.30412078,0.0,Kepler-1062,4597.0,0.7,0.75,0.11,-0.6822,K,0.0
KEPLER1147BKEPLER1147,Kepler-1147 b,776.1323276277063,2.61,2.26,872.0,206.563,0.0961,10.62784997,0.0,Kepler-1147,5941.0,1.14,1.09,0.11,0.23534,G,0.0
KEPLER1274BKEPLER1274,Kepler-1274 b,776.1323276277063,1.42,4.99,1384.0,975.81,0.08161,6.98152703,0.0,Kepler-1274,6179.0,2.17,1.45,0.11,0.79752,F,0.0
KEPLER1359BKEPLER1359,Kepler-1359 b,776.1323276277063,2.83,2.04,369.0,2.451,0.26657,59.4970952,0.0,Kepler-1359,4709.0,0.72,0.78,0.11,-0.7173,K,0.0
KEPLER1386BKEPLER1386,Kepler-1386 b,776.1323276277063,1.24,5.97,1011.0,196.533,0.068,6.73972381,0.0,Kepler-1386,5733.0,1.03,1.02,0.11,0.00882,G,0.0
KEPLER1446BKEPLER1446,Kepler-1446 b,776.1323276277063,0.82,4.75,1539.0,1213.333,0.01405,0.689967832,0.0,Kepler-1446,4865.0,0.75,0.81,0.11,-0.65135,K,0.0
